"Date","Open","High","Low","Close","Adj Close","Volume"
"2024-04-05","157.500000","159.000000","156.250000","159.000000","159.000000","219365"
"2024-04-08","159.350006","162.550003","159.149994","162.550003","162.550003","236983"
